Title;Address;Price;Rooms;SquareMeters;Description;URL;Date;Verfügbarkeit;Objekttyp;Anzahl Zimmer;Anzahl Etagen;Wohnfläche;Nutzfläche;Grundstückfläche;Kubatur;Raumhöhe;Baujahr;Etage;Letztes Renovationsjahr;Anzahl Wohnungen;Anzahl Toiletten;In Wohngemeinschaft;Haustiere erlaubt;Minergie zertifiziert;Garage;Tumbler;Kinderfreundlich;Altbau;Neubau;Balkon / Terrasse;Hebebühne;Reduit;Rauchen erlaubt;Geschirrspüler;Waschmaschine;Minergie Bauweise;Parkplatz;Eckhaus;Kabel-TV;Gasanschluss;Bauland erschlossen;Mittelhaus;Aussicht;Gedeckt;Lift;Wasseranschluss;Stromanschluss;Hochparterre;No features found;Anfahrrampe LKW;Abwasseranschluss;Cheminée;Ruhige Lage;Rollstuhlgängig;Estrich;Swimmingpool;Keller
"""Cozy and Cheerful Studio Room in Prime Location @ Lindenstrasse 8, 8304  Wallisellen - Expats""";Lindenstrasse 8, 8304 Wallisellen;1650.0;1;20.0;"Beautifully Furnished Studio Apartment for Rent – Your Cozy Home Away from Home!Welcome to your new abode! This fully furnished studio apartment offers a homely and cozy experience at a fair price. Ideal for a single person, this newly renovated apartment is in a prime location, with everything you need just a stone's throw away.Prime Location: Situated in an excellent area, you can reach supermarkets, restaurants, the municipality, kindergartens, and the station within minutes. The beautiful Alps and refreshing nature are just a short walk away, making it easy to enjoy the great outdoors. Public transportation in Switzerland is top-notch, and the network is within a 5-minute walk, making car-free living a breeze. Paid public parking is also available at the city center.Apartment Features:Well-Equipped Kitchen: Complete with all cooking and dining utensils, cutlery, a microwave, oven, and dishwasher to ensure you can enjoy homemade meals.Dining Area: Includes a dining table and chairs.Comfortable Bedroom: Features a single bed with a wardrobe, high-quality mattress, bed covers, and pillows.Modern Amenities: Smart TV, internet, steam iron, ironing board, and a shared washing machine & dryer.Bathroom Essentials: Towels, accessories, and curtains included.Additional Storage: Bicycle room and storage available.Special Touch: Ganesa statue for heavenly blessings, a healthy body, and a peaceful mind.Rental Details:Flexible Renting Options: Available for 2 nights, weekly, or long-term stays.Included in Rent: Maintenance costs and internet. Private electricity usage is excluded.Negotiable Rates: Long-term corporate guests or groups of friends can benefit from negotiable rates.Immediate Availability: Ready to move in!How to Apply: To ensure a personalized experience, please reach out to us at enquiry@sinhas.ch or via WhatsApp at 078 817 66 30 with the following details:Check-in/out datesAccommodation type (Sharing/Independent/Family)Number of occupants & age of any childrenApartment size preferenceWorkplace locationEmployerPurpose of travelContact details for a callback (if you prefer)Our 101+ items promise ensures your stay will be truly comfortable and enjoyable. Experience the best of Switzerland with our fully furnished business apartments!Start your adventure today – we look forward to welcoming you!🔗 Explore More: Our listings are here, in case you would like to explore further options with us.• Airbnb: View Listings - https://www.airbnb.com/users/show/151693991• Homegate: View Listings – https://www.homegate.ch/agency/z933/sinhas-gmbhlat• Flatfox - https://flatfox.ch/en/sinhas/listings/?east=10.492340&north=47.808455&south=45.817920&west=5.956080• Visit Our Website - https://sinhas.ch• Follow Us on Facebook - https://www.facebook.com/sinhasswissapartmentWir tun unser Bestes, um sicherzustellen, dass Ihr Aufenthalt bei uns ein echtes ""Zuhause fernab von Zuhause"" ist.FÜR WEITERE INFORMATIONEN KONTAKTIEREN SIE UNS BITTE ÜBER WWW.SINHAS.CH, UM UNSERE DIREKTEN KONTAKTDATEN FÜR DIE BESTEN TARIFE ZU ERHALTEN.Unser Versprechen von über 101 Artikeln macht Ihr Erlebnis wirklich komfortabel und angenehm.";https://www.immoscout24.ch/mieten/4000855623;2024-05-25;Sofort;Wohnung;1;;20 m2;;;;;;EG;;;;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;True;True;False;False;False;False;False;True;False;False;False;False
"""Wohnen im Limmat Tower""";Überlandstrasse 18, 8953 Dietikon;3335.0;4.5;;Die Liegenschaft befindet sich an attraktiver Lage mit guten Anbindungen an den öffentlich Verkehr. Die Haltestelle, Einkaufsmöglichkeiten sowie weitere Dienstleistungen befinden sich in der Nähe.Die Wohnung punktet durch folgende Vorteile:- Offene Küche mit Glaskeramikherd und Geschirrspüler- Wohnzimmer mit Parkettboden- Schlafräume mit Parkettboden- Dusche/WC- Bad/WC- Reduit vorhanden- WM/TM in der Wohnung- Lift-KellerabteilEin Einstellplatz kann für CHF 160.00 pro Monat dazu gemietet werdenWollen Sie diejenigen sein, die diese Wohnung in ein wahres Zuhause verwandeln? Dann freuen wir uns über Ihren Anruf!Bitte beachten Sie, dass es sich um Beispielbilder handelt, die den Ausbaustandart darstellen!;https://www.immoscout24.ch/mieten/4000840806;2024-05-25;01.07.2024;Wohnung;4.5;;;112 m2;;;;;3;;;;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False
"""Moderne Parterrewohnung mit gemütlichem Gartensitzplatz""";Chapfwiesenstrasse 8, 8712 Stäfa;2650.0;3.5;;"Per 01.06.2024 sind wir auf der Suche nach neuen Mietern für diese helle Wohnung an leicht erhöhter und schöner Lage. Nebst dem praktischen Grundriss und dem exklusiven Ausbaustandard besticht dieses Objekt unter anderem mit folgenden Annehmlichkeiten:- alle Wohnräume mit Eichenparkettboden- grosszügiger Wohn-/Essbereich- offene und moderne Küche- mit weisser Kunstharzfront- mit Granitsteinabdeckung- mit Glaskeramikherd und Geschirrspüler- Bad/Dusche/WC mit Plattenboden und Fenster- schöner Gartensitzplatz- KellerabteilBei den Fotos handelt es sich um Musterbilder, die den Ausbaustandard zeigen. Die genaue Raumaufteilung können Sie dem Grundriss entnehmen.Einstellplätze in der Tiefgarage können bei Bedarf für CHF 150.00 pro Monat dazu gemietet werden.In unmittelbarer Nähe befindet sich die Haltestelle ""Stäfa, Obstgarten"", von wo aus Sie innert Kürze mit den Buslinien 951 & 955 zum Bahnhof Stäfa mit regelmässigen S-Bahn-Verbindungen gelangen.Im nahegelegenen Dorfkern finden Sie nebst guten Einkaufsmöglichkeiten diverse Dienstleister sowie Restaurants.Für Familien ist besonders die Nähe zur Schulanlage Obstgarten hervorzuheben.Entspricht diese schöne Wohnung Ihren Vorstellungen?Dann kontaktieren Sie uns direkt im Onlineinserat über ""Anbieter kontaktieren"". Sie erhalten anschliessend eine automatisierte E-Mail mit den Besichtigungsinformationen sowie der Möglichkeit, sich digital auf die Wohnung zu bewerben und/oder uns allfällige Fragen zu stellen.Wir freuen uns auf Ihre digitale Bewerbung nach der Besichtigung.";https://www.immoscout24.ch/mieten/4000791288;2024-05-25;01.06.2024;Wohnung;3.5;;;84 m2;;;;2012;EG;;;;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False
"""Erstvermietung nach Sanierung am Kreuzplatz""";Kreuzstrasse 78, 8032 Zürich;4670.0;4.5;;"Direkt am Kreuzplatz gelegen, vermieten wir frisch renovierte 3.5 bis 4.5-Zimmerwohnungen. Nebst dem ansprechenden Grundriss verfügt dieses Objekt über folgenden Ausbaustandard: Erstvermietung nach SanierungWohn- und Schlafzimmer mit aufgefrischtem ParkettbodenNeue Geräte: Backofen/Kühlschrank/GeschirrspülerSeparater WaschturmBalkon ab 1. OGLift in die Zwischengeschosse Bei den Fotos handelt es sich um Musterbilder, die den Ausbaustandard darstellen. Die genaue Raumaufteilung können Sie dem jeweiligen Grundriss entnehmen.Das Objekt liegt direkt beim Kreuzplatz. Zudem finden Sie eine Grosszahl an Einkaufsmöglichkeiten und Dienstleistern für den täglichen Bedarf in der näheren Umgebung. Der Zürichsee ist ebenfalls nur wenige Gehminuten entfernt, was sich perfekt für frische Abkühlungen im Sommer und schöne Spaziergänge im Herbst eignet. Öffentliche Verkehrsmittel stehen Ihnen vielzählig zur Verfügung und bringen Sie innert kurzer Zeit an den Bahnhof Stadelhofen und Zürich HB.  Haben wir Ihr Interesse geweckt? Dann kontaktieren Sie uns direkt im Onlineinserat über ""Anbieter kontaktieren"". Wir freuen uns auf Ihre digitale Bewerbung.";https://www.immoscout24.ch/mieten/4000693401;2024-05-25;Nach Vereinbarung;Wohnung;4.5;;;90 m2;;;;;2;2024;;;False;False;False;False;True;False;False;False;True;False;False;False;True;True;False;False;False;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True
"""Stilvolles Wohnen direkt am Kreuzplatz""";Kreuzstrasse 78, 8032 Zürich;3930.0;3.5;;"Direkt am Kreuzplatz gelegen, vermieten wir frisch renovierte 3.5 bis 4.5-Zimmerwohnungen. Nebst dem ansprechenden Grundriss verfügt dieses Objekt über folgenden Ausbaustandard: Erstvermietung nach SanierungWohn- und Schlafzimmer mit aufgefrischtem ParkettbodenNeue Geräte: Backofen/Kühlschrank/GeschirrspülerSeparater WaschturmBalkon ab 1. OGLift in die Zwischengeschosse Bei den Fotos handelt es sich um Musterbilder, die den Ausbaustandard darstellen. Die genaue Raumaufteilung können Sie dem jeweiligen Grundriss entnehmen.Das Objekt liegt direkt beim Kreuzplatz. Zudem finden Sie eine Grosszahl an Einkaufsmöglichkeiten und Dienstleistern für den täglichen Bedarf in der näheren Umgebung. Der Zürichsee ist ebenfalls nur wenige Gehminuten entfernt, was sich perfekt für frische Abkühlungen im Sommer und schöne Spaziergänge im Herbst eignet. Öffentliche Verkehrsmittel stehen Ihnen vielzählig zur Verfügung und bringen Sie innert kurzer Zeit an den Bahnhof Stadelhofen und Zürich HB.  Haben wir Ihr Interesse geweckt? Dann kontaktieren Sie uns direkt im Onlineinserat über ""Anbieter kontaktieren"". Wir freuen uns auf Ihre digitale Bewerbung.";https://www.immoscout24.ch/mieten/4000693385;2024-05-25;Nach Vereinbarung;Wohnung;3.5;;;76 m2;;;;;EG;2024;;;False;False;False;False;True;False;False;False;True;False;False;False;True;True;False;False;False;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True
"""XXL-Angebot: Neu sanierte sehr grosse 2.5-Zimmerwohnung an traumhafter Lage zu vermieten""";Neugutstrasse 4, 8450 Andelfingen;2100.0;2.5;99.0;2.5-ZimmerwohnungWir vermieten eine schöne neu sanierte 2.5-Zimmerwohnung an einer traumhaften Lage unweit von Schulen, Einkaufsmöglichkeiten und Dienstleistungsbetrieben. Die Wohnung verfügt über: - eine geräumige Küche mit Dampfabzug, Glaskeramik, Geschirrspüler, Kühlschrank mit grossem Gefrierfach, Bachoffen und viel Stauraum - geräumiges Wohnzimmer - ein Schlafzimmer - schönes Badezimmer mit Duschwanne, WC, Lavabo und Spiegelschrank. - In der ganzen Wohnung wurde ein neuer widerstandsfähiger Vinylboden verlegt. -wunderschöne Umgebung an der Thur Im Reduit befindet sich eine Waschmaschine und ein Tumbler und runden das Angebot ab. Ein Aussenparkplatz kann für kann für CHF 50.- pro Monat dazu gemietet werden. Rufen Sie uns für einen unverbindlichen Besichtigungstermin an. Wir freuen uns auf Ihren Anruf.;https://www.immoscout24.ch/mieten/4000486255;2024-05-25;Sofort;Wohnung;2.5;;99 m2;;;;;1800;;2023;;;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
"""Schöne Singlewohnung in Küsnacht""";Fähnlibrunnenstr. 5, 8700 Küsnacht ZH;2775.0;1.5;56.0;"Wir vermieten an einer schönen und ruhigen Lage eine Neubauwohnung (2022) mit folgenden Merkmalen:- Ganze Wohnung mit Parkett, Nasszellen mit Platten im Bad- Eigene Waschmaschine und Tumbler - Grosszügiger Wohn- und Essbereich- Badezimmer mit grosser Dusche- Eingangsbereich mit Einbauschränken und Garderobe- Balkon- Kellerabteil - Kontrollierte Wohnungslüftung - Ein Einstellplatz à Fr. 200.00.-/Monat kann dazu gemietet werdenHaben wir Interesse geweckt? Für einen Besichtigungstermin, Bewerbungslink sowie weitere Informationen senden Sie uns eine Nachricht via Kontaktformular ""Anbieter kontaktieren"". Sie erhalten anschliessend eine automatische Nachricht mit allen nötigen Informationen. Bilder zeigen den Standard. Die effektive Raumaufteilung entnehmen Sie bitte dem Grundrissplan.";https://www.immoscout24.ch/mieten/4000164544;2024-05-25;Sofort;Wohnung;1.5;;56 m2;;;;;2022;3;2022;;;False;True;False;True;False;False;False;True;True;False;False;False;False;False;True;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
"""Gemütliche 2-Zimmerwohnung in Dietikon - Frisch renoviert""";Badenerstrasse 54, 8953 Dietikon;1520.0;2;;Wir freuen uns, Ihnen diese wunderschöne, frisch renovierte 2-Zimmerwohnung im Herzen von Dietikon vorstellen zu dürfen. Perfekt für Singles oder Paare, die nach einem komfortablen und modernen Zuhause suchen.Lage: Die Wohnung befindet sich in einer ruhigen und dennoch zentralen Wohngegend in Dietikon. Sie profitieren von der Nähe zu verschiedenen Einkaufsmöglichkeiten, Restaurants, Schulen und dem öffentlichen Nahverkehr. Die Anbindung an die Autobahn ist ebenfalls hervorragend, sodass Sie schnell und bequem in die umliegenden Städte gelangen.Besondere Merkmale:Frisch renoviert mit hochwertigen MaterialienModerne Küche mit hochwertigen GerätenSchlafzimmer mit viel StauraumBadezimmer mit stilvoller DuscheHelle und freundliche AtmosphäreEin Parkplatz kann gegen eine zusätzliche Gebühr gemietet werden. Haustiere sind nach Absprache erlaubt.Bitte beachten Sie, dass die beigefügten Bilder eine ähnliche Wohnung zeigen.Kontaktinformationen:Name: Frau MintzTelefon: 044 508 29 24E-Mail: B.Mintz@Godaverwaltung.chFür einen Besichtigungstermin kontaktieren Sie bitte Herr Mustafa 0796011071.;https://www.immoscout24.ch/mieten/3003305683;2024-05-25;01.07.2024;Wohnung;2;;;;;;;;3;2023;;;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
"""Neue Wohnung in Alt-Wiedikon an ruhiger Lage""";Gotthelfstrasse 41, 8003 Zürich;3185.0;2.5;54.0;Wir vermieten per sofort oder nach Vereinbarung an verkehrstechnisch zentraler Lage nur fünf Gehminuten von der Schmiede Wiedikon entfernt eine in 2022 neu gebaute 2,5-Zimmerwohnung. Wir freuen uns über Ihr Interesse. Bitte melden Sie sich mit dem Kontaktformular bei uns an für eine Besichtigung. Vielen Dank.Die Wohnung zeichnet sich durch folgendes aus:Lift direkt aufs Stockwerkraumhohe Fenster mit Aussicht auf den Uetliberg und auf Alt-WiedikonLoggia mit Aussicht auf den Uetliberg und auf Alt-Wiedikongrosszügige Küche mit Miele-GerätenEchtholzparkett-BodenEinbauschränkeintegrierte BeleuchtungWC/Dusche mit moderner GlasduscheWaschturm mit separatem Tumbler (Miele)separates KellerabteilWir freuen uns auf Ihre Kontaktaufnahme für eine Besichtigung. Wir freuen uns Ihnen die Wohnungen persönlich vor Ort zu zeigen.;https://www.immoscout24.ch/mieten/4001153785;2024-05-25;Sofort;Wohnung;2.5;;54 m2;;;;2.4 m;;4;2022;;;False;False;False;False;False;False;False;False;True;False;False;False;False;True;False;False;False;True;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False
"""Moderne 3-Zimmerwohnung im Eigentumsstandard""";Oberfeldstrasse 89, 8408 Winterthur;2495.0;3;81.0;An zentraler, ruhiger Lage im Quartier Wülflingen vermieten wir eine moderne 3-Zimmerwohnung imEigentumsstandard. Die Wohnung befindet sich in einem Neubau (2023) mit insgeamt 7 Wohneinheiten und ist mit hochwertigen Materialien ausgestattet, die besten Wohkomfort bieten.Stilvolle Küche mit Glaskeramikkofeld, Backofen, Geschirrspüler, Kühl-und Gefrierschrank.Badezimmer mit hochwertiger Austattung: Badewanne, Dusche und Waschtisch, Spiegelschrank, keramische Boden und Wandfliesen, hochwertige ArmaturenReduit mit Einbauschränken und StauraumZimmer mit Eichenparkett Bodenheizung Elektrische Rafflamellenstoren in den Zimmern und Sonnenmarkise auf dem BalkonGrosszügiger Balkon Privates Kellerabteil mit Waschmaschine/Tumbler und WaschbeckenVeloabstellplatz in der Tiefgarage zur MitbenutzungLiftEnergieeffizentes Heizsystem via Luft/WasserwärmepumpeEin Aussenparkplatz kann separat dazugemietet werden (CHF 80.-/Monat)Ebenfalls besteht die Möglichkeit, einen Einstellplatz in der Tiefgarage zu mieten (CHF 160.-/Monat)Bei Interesse melden Sie sich bitte via Anmeldeformular bei uns. Besichtigungen erfolgen nach Vereinbarung.Sehen Sie sich die virtuelle Tour der Wohnung via Link unter den Fotos an!Wir freuen uns auf Ihre Kontaktaufnahme.;https://www.immoscout24.ch/mieten/4000806071;2024-05-25;Sofort;Wohnung;3;;81 m2;81 m2;;;;2023;1;;;;False;False;False;True;True;True;False;False;True;False;True;False;True;True;False;True;False;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False;True
"""Grosszügige und helle Wohnung in der Stadt""";Rossbergstrasse 40, 8002 Zürich;4250.0;3.5;101.0;Per 1.07.2024 ist diese eindrucksvolle Wohnung zu vermieten. Mit zentraler Lage können Sie den Zürichsee und den Bahnhof Enge mit wenigen Gehminuten erreichen. Haben wir Ihr Interesse geweckt, dann kontaktieren Sie uns über das Kontaktformular.;https://www.immoscout24.ch/mieten/4001162318;2024-05-25;01.07.2024;Wohnung;3.5;;101 m2;;;;;2012;-1;;;;False;True;False;False;False;False;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False
"""Moderne 5.5 Zimmerwohnung in der Nähe des Zürichsees!""";Splügenstrasse 8, 8002 Zürich;5990.0;5.5;146.0;Moderne 5.5 Zimmerwohnung in der Nähe des Zürichsees!Top modern und einzigartig!5.5 Zimmerwohnung mit 3 BalkoneDiese einzigartige Wohnung besticht durch folgende Vorteile:Moderne Küche mit Kühl-/Gefrierschrank, Glaskeramikherd mit Dampfabzug, Backofen, Mikrowellen, Geschirrspüler, 2 Lavabos und Granitabdeckung3 BalkoneWohn-/Esszimmer mit viel Charme4 SchlafzimmerHochwertiger Parkettboden im Korridor und  in allen ZimmernDusche / WC mit Waschtisch und SpiegelschrankBadezimmer / WC mit Doppellavabo und SpiegelschrankGrosser Einbauschrank Eigener Waschturm in der WohnungEin Kellerabteil gehört zur Wohnung.Die optimal gelegene Liegenschaft in der Nähe des Zürichsees befindet sich an ruhiger Lage, nur wenige Schritte vom Bahnhof Enge und vielen Einkaufsmöglichkeiten. Eine vielfältige Auswahl an Restaurants, Bars und Verpflegungsmöglichkeiten sind in unmittelbarer Umgebung.Eine Besichtigung vor Ort lohnt sich. Melden Sie sich für einen unverbindlichen Besichtigungstermin. Wir freuen uns auf Ihre Kontaktaufnahme!E+S Verwaltungen GmbH __________________________________________________________ Modern 5.5 room apartment near lake zurich!Top modern and unique!5.5 room apartment with 3 balconiesThis unique apartment impresses with the following advantages:Modern kitchen with fridge/freezer, ceramic stove with cooker hood, oven, microwave, dishwasher, 2 sinks and granite worktop3 balconiesLiving/dining room with lots of charm4 bedroomsHigh-quality parquet flooring in the corridor and in all roomsShower/Toilet with washbasin and mirror cabinetBathroom/Toilet with double washbasin and mirror cabinetLarge built-in cupboard Own washing machine and dryer in the apartmentA cellar compartment belongs to the apartment.The ideally located property near Lake Zurich is in a quiet location, just a few steps from Enge train station and many shopping facilities. A diverse selection of restaurants, bars and catering facilities are in the immediate surroundings.A viewing on site is well worthwhile. Contact us for a non-binding viewing appointment. We look forward to hearing from you!E+S Verwaltungen GmbH;https://www.immoscout24.ch/mieten/4001161117;2024-05-25;01.07.2024;Wohnung;5.5;;146 m2;;;;;;3;;;;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False
"""Neu sanierte Wohnung in Seenähe""";Bungertstrasse 19b, 8802 Kilchberg;2450.0;3;74.0;Wir vermieten diese grosszügige und frisch sanierte Wohnung an sehr guter Lage. Die Wohnung bietet Ihnen folgenden Ausbaustandard:- geschlossene Küche- Geschirrspüler- Glaskeramikherd- Granitabdeckung- Bad mit Badewanne- Wandschrank im Korridor- grosser Balkon Richtung See- 2 kleine Balkone auf der Bergseite- Hochwertiger Laminat in Wohn- und Schlafbereich- Plattenböden in Küche, Bad und Korridor- Separates KellerabteilDie Liegenschaft ist sehr zentral gelegen. Der Bahnhof und der See (Strandbad Kilchberg) sind bequem zu Fuss erreichbar innert wenigen Minuten.Lassen Sie sich bei einer Besichtigung von der Wohnung überzeugen. Wir freuen uns auf Ihre Kontaktaufnahme.;https://www.immoscout24.ch/mieten/4001159407;2024-05-25;01.06.2024;Wohnung;3;;74 m2;;;;;;EG;;;;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False
"""Erstvermietung Haus 5 Meilibachwiesen!""";Alte Landstrasse 151, 8804 Wädenswil;3085.0;3.5;91.0;Erstvermietung an der Alten Landstrasse 151 in Au Haus 5. Perfekt und ruhig gelegen. Der Blick ins Grüne vermittelt ein Gefühl der Erholung. Die Bushaltestelle ist nicht weit entfernt und der Bahnhof Au erreichen Sie zu Fuss in 15 Minuten. Selbstverständlich gibt es Garagenparkplätze zum Mieten, damit Sie auch mit dem Auto überall hinfahren können.Alle Infos finden Sie in der Vermietungsdokumentation. Wir freuen uns von Ihnen zu hören und Ihnen die Liegenschaft vorzustellen.;https://www.immoscout24.ch/mieten/4001154126;2024-05-25;01.08.2024;Wohnung;3.5;;91 m2;;;;;2024;EG;;;;False;True;False;True;False;True;False;False;True;False;False;False;False;True;True;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;True;True;False;False;False
"""Sol - the sunny side of life""";Bachtelblick 12, 8805 Richterswil;3650.0;3.5;95.0;An wunderbar ruhiger und bevorzugter Lage angrenzend an die Landwirtschaftszone steht dieses Bijou zur Verfügung, welches vor wenigen Jahren erst fertig gestellt wurde.Die Lage, Architektur und Funktionalität oder das Platzangebot lassen keine Wünsche offen. Ein herrlicher Blick in die Natur überzeugt mit einem praktischen Grundriss, viel Transparenz und 2 grosszügigen Sitzplätze (tlw. gedeckt mit Wasseranschluss) und angrenzender privater Grünfläche.Trendig, spannend und bezaubernd ist die Art hier zu leben.Die Materialisierung wurde sorgsam ausgewählt und wie ein roter Faden durchgezogen. Formschöne Apparate in den beiden Nasszellen, eine exzellente Küche, welche Sie zu kulinarischen Höchstleistungen motiviert, ein eigener Abstellraum/Keller mit Waschturm in der Whg. integriert und und und.2 Einstellplätze in der Tiefgarage gehören auch mit dazu (im Mietzins integriert) und der Clou dazu, von den Garagenplätzen gelangen Sie mit einer Verbindungstüre direkt in Ihre neue Wohnung.Kommen Sie vorbei und lassen Sie sich von unserer Begeisterung anstecken.Ein Anruf oder eine Mail genügt. Wir freuen uns auf Sie !Sol - the sunny side of life;https://www.immoscout24.ch/mieten/4001153653;2024-05-25;01.08.2024;Wohnung;3.5;;95 m2;114 m2;;;;2020;EG;;;;False;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;True;False;False;False
"""Traumhafte 4.5 Zimmer Dachmaisonette mit atemberaubender Aussicht""";Orenbergstrasse 9, 8475 Ossingen;2560.0;4.5;;Willkommen in Ihrem neuen Zuhause inmitten einer idyllischen, ländlichen Umgebung! Diese großzügige 4.5-Zimmer Dachmaisonette-Wohnung bietet nicht nur eine erstklassige Wohnlage, sondern auch einen unvergleichlichen Blick über die malerische Landschaft.Die Wohnung besticht durch ihre außergewöhnlich hohen und hellen Räume, die ein Gefühl von Großzügigkeit vermitteln. Der raffinierte Grundriss schafft eine herausragende Wohnqualität, perfekt zum individuellen Einrichten und Genießen. Zudem ist sie im gehobenen Eigentumsstandard gehalten und bietet höchste Qualität in Ausstattung und Materialien. Die Badezimmer sind im Einen mit einer komfortablen Badewanne und im Andern mit einer erfrischenden Dusche ausgestattet. Für eine mediterranes Flair sorgen die blau- und grünglasierten Wandplatten. Im Bad befindet sich ein eigener Wasch- / Trockenautomat, welcher Ihnen den Gang in das Untergeschoss erspart.Die Böden sind in den Zimmern und im Wohnraum mit Echtholz-Parkett ausgestattet. Die Nasszellen wurden mit einem eleganten Linol-Boden versehen und die Küche sticht durch einen klassischen, terracottafarbenen Klinkerboden heraus.Ein Highlight dieser Wohnung ist der direkte Zugang von der Küche auf den gedeckten Balkon, der Ihnen eine traumhafte Aussicht bietet - der ideale Ort, um den Tag in der Morgensonne zu starten und gemütliche Abende im Freien zu verbringen.Für Ihren Komfort steht in der Tiefgarage ein Einstellplatz zur Verfügung, welcher optional für nur CHF 135.00 mtl. (bei Nutzung der e-Ladestation zusätzlich CHF 20.00 mtl.) angemietet werden kann. Die Tiefgarage ist über einen grossen Veloabstellraum direkt mit dem Treppenaufgang und dem Lift des Hauses verbunden, was Ihnen zusätzliche Bequemlichkeit bietet.Ein geräumiger, privater Kellerraum und ein allgemeiner Trocknungsraum befinden sich im UG, welcher über die Treppe oder mit dem Lift erreichbar ist.Bezugstermin ist der 1. August 2024 oder nach Absprache.Für Sie zusammengefasst:Erstvermietung      4.5 Zimmer-Dachmaisonette-WohnungHohe,      helle Räume für ein großzügiges WohngefühlEigentumsstandard      mit ausgewählter InnenarchitekturGedeckter      Balkon mit atemberaubender AussichtEchtholz-Parkett      in den Zimmern und im WohnbereichEigener      Wäschetrockner im BadGeräumiger      Keller- und Trocknungsraum im UGTiefgarage      mit direktem Zugang zum Velokeller und WohnungOptionaler      Einstellplatz in der Tiefgarage, ausgerüstet mit einer e-LadestationOptimale      Anbindung an den ÖV, SBB und PostautoBezugstermin      per 01.08.2024 oder nach AbspracheHaustiere erlaubtDiese Wohnung vereint ländlichen Charme mit modernem Wohnkomfort und bietet Ihnen alles, was Sie brauchen. Überzeugen Sie sich selbst und vereinbaren Sie noch heute einen Besichtigungstermin!Die Fotos werden dem Baufortschritt angepasst.;https://www.immoscout24.ch/mieten/4001151878;2024-05-25;Nach Vereinbarung;Maisonette / Duplex;4.5;2;;;;;;;2;;;;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;True;True;False;False;False;True;False;False;False;False;False;False
