Address;Price;Rooms;SquareMeters;Date;Etage;Wohnfläche;Baujahr;Raumhöhe;Anzahl Wohnungen;Letztes Renovationsjahr;Nutzfläche;Grundstückfläche;Kubatur;Anzahl Toiletten;Hallenhöhe;Mindestnutzfläche;Gasanschluss;Waschmaschine;Kabel-TV;Haustiere erlaubt;Gedeckt;Mit Gartenhaus;Parkplatz;Minergie Bauweise;Tumbler;Keller;Estrich;Rollstuhlgängig;Balkon / Terrasse;Spielplatz;Altbau;Stromanschluss;Neubau;Cheminée;Minergie zertifiziert;Rauchen erlaubt;Lift;Steamer;Garage;Ruhige Lage;Hochparterre;Aussicht;Reduit;No features found;Abwasseranschluss;Swimmingpool;Eckhaus;Kinderfreundlich;Wasseranschluss;Geschirrspüler;In Wohngemeinschaft;Objekttyp_Attikawohnung;Objekttyp_Bauernhaus;Objekttyp_Dachwohnung;Objekttyp_Doppeleinfamilienhaus;Objekttyp_Einfamilienhaus;Objekttyp_Einzelzimmer;Objekttyp_Hobbyraum;Objekttyp_Kellerabteil;Objekttyp_Loft;Objekttyp_Maisonette / Duplex;Objekttyp_Mehrfamilienhaus;Objekttyp_Reihenfamilienhaus;Objekttyp_Schloss;Objekttyp_Studio;Objekttyp_Terrassenhaus;Objekttyp_Terrassenwohnung;Objekttyp_Villa;Objekttyp_Wohnung;Coordinates;Latitude;Longitude
Binzmühlestr. 50, 8050 Zurich;2377.0;;24.0;2024-04-02;;24.0;;;0;;;;;0;;;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;(None, None);;
Wolframplatz 1, 8045 Zurich;3104.0;;31.0;2024-04-02;;31.0;;;0;;;;;0;;;False;False;True;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;(47.362281799316406, 8.52219295501709);47.362281799316406;8.52219295501709
Wolframplatz 1, 8045 Zurich;2481.0;;18.0;2024-04-02;;18.0;;;0;;;;;0;;;False;False;True;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;(47.362281799316406, 8.52219295501709);47.362281799316406;8.52219295501709
Cramerstrasse 8-12, 8004 Zurich;4246.0;;42.0;2024-04-02;;42.0;;;0;;;;;0;;;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;(None, None);;
Wolframplatz 1, 8045 Zurich;4038.0;;38.0;2024-04-02;;38.0;;;0;;;;;0;;;False;False;True;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;(47.362281799316406, 8.52219295501709);47.362281799316406;8.52219295501709
Freyastrasse 8, 8004 Zurich;4235.0;;70.0;2024-04-02;;70.0;;;0;;;;;0;;;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;(47.37194061279297, 8.524578094482422);47.37194061279297;8.524578094482422
Alte Winterthurerstrasse 210, 8309 Nürensdorf;2620.0;3.5;80.0;2024-04-02;0.0;80.0;2024.0;;8;;;;;0;;;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;(47.46146774291992, 8.661450386047363);47.46146774291992;8.661450386047363
Kehlhof 9, 8409 Winterthur;2520.0;4.5;106.0;2024-04-02;2.0;106.0;2014.0;;0;;;;;0;;;False;True;True;False;False;False;True;True;False;False;False;False;True;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;(47.50621795654297, 8.773285865783691);47.50621795654297;8.773285865783691
Alte Winterthurerstrasse 210, 8309 Nürensdorf;2620.0;3.5;80.0;2024-04-02;2.0;80.0;2024.0;;8;;;;;0;;;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;(47.46146774291992, 8.661450386047363);47.46146774291992;8.661450386047363
Alte Winterthurerstrasse 210, 8309 Nürensdorf;2980.0;4.5;;2024-04-02;2.0;;2024.0;;8;;;;;0;;;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;(47.46146774291992, 8.661450386047363);47.46146774291992;8.661450386047363
Kalchtarenstrasse 11, 8912 Obfelden;2280.0;4.5;118.0;2024-04-02;1.0;118.0;2019.0;2.4;0;;;;;0;;;False;True;True;False;False;False;True;False;False;False;False;True;True;False;False;False;True;False;False;False;True;False;True;False;False;True;True;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;(47.26279830932617, 8.408882141113281);47.26279830932617;8.408882141113281
Ottenbacherstrasse 28, 8912 Obfelden;3100.0;5.5;155.0;2024-04-02;;155.0;1980.0;;0;;;206.0;;0;;;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;(47.26755905151367, 8.4247465133667);47.26755905151367;8.4247465133667
Wildsbergstrasse 16c, 8606 Greifensee;4850.0;6.0;178.0;2024-04-02;;178.0;2022.0;;0;;;;;0;;;False;False;True;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;(47.360389709472656, 8.69033432006836);47.360389709472656;8.69033432006836
Goldauerstrasse 58, 8006 Zürich;3920.0;2.5;137.0;2024-04-02;0.0;137.0;;;0;2024.0;;;;0;;;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;True;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;(47.389522552490234, 8.5499906539917);47.389522552490234;8.5499906539917
Schönheimstrasse 2a, 8902 Urdorf;3955.0;7.5;176.0;2024-04-02;;176.0;;;0;;;;;0;;;False;False;True;False;False;False;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;(47.38966751098633, 8.429533004760742);47.38966751098633;8.429533004760742
Kalchtarenstrasse 13, 8912 Obfelden;2795.0;5.5;141.0;2024-04-02;2.0;141.0;2019.0;;0;;;;;0;;;False;True;True;False;False;False;True;False;False;False;False;True;True;False;False;False;True;False;False;False;True;False;True;False;False;True;True;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;(47.26263427734375, 8.409173011779785);47.26263427734375;8.409173011779785
Bäretswilerstrasse 22, 8494 Bauma;1800.0;3.0;80.0;2024-04-02;2.0;80.0;;;0;2022.0;;;;0;;;False;True;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;True;False;False;False;False;False;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;(47.36579513549805, 8.874897956848145);47.36579513549805;8.874897956848145
Kaiserstuhlstrasse 3, 8172 Niederglatt ZH;2250.0;5.0;95.0;2024-04-02;2.0;95.0;1957.0;;0;2022.0;;;;0;;;False;False;True;False;False;False;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;(47.4915885925293, 8.502552032470703);47.4915885925293;8.502552032470703
Seefeldstrasse 45, 8008 Zürich;3445.0;2.0;50.0;2024-04-02;4.0;50.0;2024.0;2.65;0;;;;;0;;;False;True;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;(47.362823486328125, 8.550314903259277);47.362823486328125;8.550314903259277
Robert-Walser-Strasse 43, 8820 Wädenswil;3345.0;3.5;90.0;2024-04-02;0.0;90.0;2024.0;2.65;0;;;;;0;;;False;True;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;True;False;True;True;False;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;(47.23542785644531, 8.652851104736328);47.23542785644531;8.652851104736328
Gerenstrasse 12, 8305 Dietlikon;2434.0;4.5;103.0;2024-04-02;1.0;103.0;;;0;;;;;0;;;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;(47.42481231689453, 8.61268424987793);47.42481231689453;8.61268424987793
Bahnhofstrasse 64, 8112 Otelfingen;2600.0;3.5;92.0;2024-04-02;3.0;92.0;;;0;;;;;0;;;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;(47.45476150512695, 8.385876655578613);47.45476150512695;8.385876655578613
Eichenweg 68, 8408 Winterthur;2395.0;4.5;101.0;2024-04-02;4.0;101.0;;;0;;;;;0;;;False;False;True;True;False;False;True;False;False;False;False;False;True;False;False;False;False;False;False;False;True;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;(47.506099700927734, 8.696249961853027);47.506099700927734;8.696249961853027
Bergwiesenstrasse 6, 8123 Ebmatingen;7900.0;4.5;187.0;2024-04-02;0.0;187.0;2024.0;;0;;;;;0;;;False;True;False;False;False;False;True;False;False;False;False;False;True;False;False;False;True;False;False;False;True;False;True;True;True;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;(47.34859085083008, 8.636247634887695);47.34859085083008;8.636247634887695
Lavendelweg 4, 8405 Winterthur;3850.0;5.5;178.0;2024-04-02;;178.0;2024.0;;0;;;201.0;;0;;;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;True;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;(47.4729118347168, 8.7749662399292);47.4729118347168;8.7749662399292
Witenwisenstrasse 8c, 8180 Bülach;2580.0;4.5;108.0;2024-04-02;3.0;108.0;2019.0;;0;;;;;0;;;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;(47.5187873840332, 8.545912742614746);47.5187873840332;8.545912742614746
Riedmühlestrasse 10, 8305 Dietlikon;9000.0;6.5;400.0;2024-04-02;;400.0;;;0;;;;;0;;;False;True;True;False;False;False;True;False;False;False;False;True;True;False;False;False;False;False;False;False;True;False;True;True;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;(47.42622756958008, 8.6201753616333);47.42622756958008;8.6201753616333
Claridapark 7, 8636 Wald;2420.0;3.5;101.0;2024-04-02;5.0;101.0;2015.0;2.55;0;;;;;0;;;False;True;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;True;False;True;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;(47.275264739990234, 8.911623001098633);47.275264739990234;8.911623001098633
Freilagerstrasse 5-19, 8047 Zürich;3790.0;4.5;113.0;2024-04-02;;113.0;;;0;;;;;0;;;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;(None, None);;
Bahnhofstrasse 10, 8154 Oberglatt ZH;1290.0;2.0;;2024-04-02;1.0;;;;0;;;;;0;;;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;(47.47622299194336, 8.517894744873047);47.47622299194336;8.517894744873047
Kindergartenstrasse 10, 8623 Wetzikon;2040.0;3.5;103.0;2024-04-02;2.0;103.0;1997.0;;0;;;;;0;;;False;False;True;False;False;False;True;False;False;False;False;False;True;False;False;True;False;False;False;False;False;False;False;True;False;True;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;(47.33172607421875, 8.812952995300293);47.33172607421875;8.812952995300293
Farbhalde 2, 8955 Oetwil an der Limmat;2270.0;3.5;75.0;2024-04-02;1.0;75.0;;;0;;;;;0;;;False;True;True;False;False;False;False;False;False;False;False;False;True;False;False;True;False;True;False;True;False;False;True;True;False;True;False;False;True;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;(47.42799758911133, 8.396638870239258);47.42799758911133;8.396638870239258
Holflüestrasse 8, 8634 Hombrechtikon;1750.0;3.5;70.0;2024-04-02;1.0;70.0;;;0;2024.0;;;;0;;;False;False;True;False;False;False;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;(47.2504768371582, 8.768260955810547);47.2504768371582;8.768260955810547
Luegislandstrasse 29, 8051 Zürich;2710.0;3.0;106.0;2024-04-02;2.0;106.0;2009.0;;0;;;;;0;;;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;(47.40579605102539, 8.565037727355957);47.40579605102539;8.565037727355957
Allmendgütlistrasse 35, 8810 Horgen;6590.0;4.5;140.0;2024-04-02;4.0;140.0;2024.0;;0;;;;;0;;;False;False;False;False;False;False;True;False;False;False;False;True;True;False;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;(47.25313186645508, 8.608251571655273);47.25313186645508;8.608251571655273
Rebhaldenstrasse 71, 8625 Gossau ZH;771.0;1.0;17.0;2024-04-02;2.0;17.0;;;0;;;;;0;;;False;False;True;False;False;False;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;(47.30525588989258, 8.767916679382324);47.30525588989258;8.767916679382324
Buebenaustrasse 14, 8954 Geroldswil;3250.0;5.0;160.0;2024-04-02;3.0;160.0;1973.0;;0;;;;;0;;;False;True;False;True;False;False;True;False;False;False;False;False;True;False;False;False;False;True;False;False;False;False;True;False;False;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;(47.422080993652344, 8.405679702758789);47.422080993652344;8.405679702758789
Asylstrasse 18, 8810 Horgen;7790.0;3.5;83.0;2024-04-02;2.0;83.0;2006.0;2527.0;0;2021.0;;;;0;;;False;False;False;True;False;False;True;False;False;False;False;True;True;False;False;True;False;False;False;False;True;False;True;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;(47.263553619384766, 8.588608741760254);47.263553619384766;8.588608741760254
Friesstr. 26, 8050 Zürich;1564.0;1.5;26.0;2024-04-02;2.0;26.0;;;0;2022.0;;;;0;;;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;(47.415428161621094, 8.54674243927002);47.415428161621094;8.54674243927002
Kalchengasse 4, 8302 Kloten;1150.0;1.0;;2024-04-02;0.0;;;;0;;;;;0;;;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;(47.452022552490234, 8.582382202148438);47.452022552490234;8.582382202148438
Unterdorfstrasse 4d, 8117 Fällanden;3599.0;4.5;156.0;2024-04-02;4.0;156.0;;;0;;;;;0;;;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;(47.374210357666016, 8.640844345092773);47.374210357666016;8.640844345092773
Schlossgasse 6, 8450 Andelfingen;3500.0;6.0;190.0;2024-04-02;;190.0;;;0;2014.0;;;;0;;;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;(47.59553146362305, 8.68055534362793);47.59553146362305;8.68055534362793
Haldenstrasse, 8185 Winkel;5980.0;7.5;230.0;2024-04-02;;230.0;;;0;;;870.0;;0;;;False;False;True;True;False;False;True;False;False;False;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;(47.49384307861328, 8.554359436035156);47.49384307861328;8.554359436035156
Witikonerstrasse 489, 8053 Zürich;1905.0;2.5;51.0;2024-04-02;1.0;51.0;;;0;;;;;0;;;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;(47.36153030395508, 8.600564956665039);47.36153030395508;8.600564956665039
Dorfstrasse 62, 8302 Kloten;1560.0;1.5;;2024-04-02;;;;;0;;;;;0;;;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;(47.451560974121094, 8.589677810668945);47.451560974121094;8.589677810668945
Usterstrasse 65 i, 8620 Wetzikon ZH;2390.0;4.5;106.0;2024-04-02;3.0;106.0;1988.0;;0;2024.0;;;;0;;;False;True;True;True;False;False;True;False;False;False;False;False;True;False;False;True;False;False;False;False;False;False;True;False;False;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;(None, None);;
Heinrich-Bosshard-Strasse 9, 8405 Winterthur;2330.0;3.5;103.0;2024-04-02;;103.0;1990.0;;0;;;;;0;;;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;(47.485023498535156, 8.756746292114258);47.485023498535156;8.756746292114258
Obstgartenstrasse 20, 8425 Oberembrach;1880.0;3.5;84.0;2024-04-02;1.0;84.0;1974.0;;0;2015.0;;;;0;;;False;False;True;True;False;False;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;(47.48802185058594, 8.620012283325195);47.48802185058594;8.620012283325195
Hochstrasse 139, 8330 Pfäffikon ZH;2153.0;4.5;91.0;2024-04-02;1.0;91.0;;;0;;;;;0;;;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;(47.36085510253906, 8.793389320373535);47.36085510253906;8.793389320373535
Hochstrasse 137, 8330 Pfäffikon ZH;2672.0;3.5;119.0;2024-04-02;1.0;119.0;;;0;;;;;0;;;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;(47.36090850830078, 8.793221473693848);47.36090850830078;8.793221473693848
Seebühlstrasse 12b, 8472 Seuzach;2300.0;4.5;;2024-04-02;1.0;;;;0;;;;;0;;;False;False;False;True;False;False;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;(47.53174591064453, 8.731852531433105);47.53174591064453;8.731852531433105
Hausen 1, 8425 Oberembrach;3150.0;5.5;140.0;2024-04-02;;140.0;2024.0;2.35;0;;190.0;;;0;;;False;True;True;False;False;False;True;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;(47.488895416259766, 8.626693725585938);47.488895416259766;8.626693725585938
Chrüzacherstrasse 20, 8303 Bassersdorf;2490.0;3.5;90.0;2024-04-02;3.0;90.0;;;0;;;;;0;;;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;True;False;False;True;False;True;False;False;True;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;(47.43877410888672, 8.62844181060791);47.43877410888672;8.62844181060791
Konradstrasse 71, 8005 Zürich;3070.0;3.5;59.0;2024-04-02;2.0;59.0;;;0;;;;;0;;;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;(47.381900787353516, 8.53339672088623);47.381900787353516;8.53339672088623
Bäretswilerstrasse 18, 8494 Bauma;1980.0;2.5;80.0;2024-04-02;4.0;80.0;;;0;2022.0;;;;0;;;False;True;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;True;False;False;False;False;False;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;(None, None);;
Im oberen Boden 146, 8049 Zürich;5700.0;5.5;227.0;2024-04-02;2.0;227.0;;0.0;0;2024.0;;;;0;0.0;;False;True;True;False;False;False;True;False;False;False;False;False;True;False;False;False;False;True;False;False;False;False;True;True;False;True;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;(47.41600036621094, 8.476401329040527);47.41600036621094;8.476401329040527
Chüngengass 3, 8805 Richterswil;3850.0;5.5;172.0;2024-04-02;3.0;172.0;1660.0;;0;2024.0;;;;0;;;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;(47.20892333984375, 8.705924987792969);47.20892333984375;8.705924987792969
Sonnentalstrasse 17, 8600 Dübendorf;3400.0;2.5;73.0;2024-04-02;12.0;73.0;2024.0;;0;;;;;0;;;False;False;True;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;(47.39704895019531, 8.601364135742188);47.39704895019531;8.601364135742188
Seestrasse 86, 8803 Rüschlikon;8000.0;8.0;;2024-04-02;;;1880.0;;0;;;;;0;;;False;False;True;True;False;False;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;(47.30586624145508, 8.558544158935547);47.30586624145508;8.558544158935547
Bühlstrasse 10, 8055 Zürich;3015.0;3.5;64.0;2024-04-02;1.0;64.0;1931.0;;0;;;;;0;;;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;(47.367801666259766, 8.51564884185791);47.367801666259766;8.51564884185791
Waffenplatzstrasse 63, 8002 Zürich;5000.0;2.5;77.0;2024-04-02;5.0;77.0;1894.0;2.42;0;2024.0;;;;0;;;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;(47.35829162597656, 8.52719497680664);47.35829162597656;8.52719497680664
Grüngasse 37, 8004 Zürich;4870.0;2.5;97.0;2024-04-02;5.0;97.0;2021.0;;0;;;;;0;;;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;True;False;True;False;True;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;(47.37379455566406, 8.523938179016113);47.37379455566406;8.523938179016113
Überlandstrasse 18, 8953 Dietikon;3200.0;3.5;104.0;2024-04-02;15.0;104.0;2015.0;;0;;;;;0;;;False;True;True;True;False;False;True;False;True;True;False;True;True;False;False;False;False;False;False;False;True;False;True;False;False;True;True;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;(47.408870697021484, 8.405828475952148);47.408870697021484;8.405828475952148
Bäckerstrasse 40, 8004 Zürich;11700.0;4.5;375.0;2024-04-02;4.0;375.0;;3.0;0;;;;;0;;;False;False;True;True;False;False;True;False;False;False;False;True;True;False;False;False;False;False;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;(47.3751220703125, 8.528937339782715);47.3751220703125;8.528937339782715
Grabenwiese 17b, 8484 Weisslingen;1974.0;3.5;75.0;2024-04-02;3.0;75.0;1996.0;;0;;;;;0;;;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;(47.426578521728516, 8.76982593536377);47.426578521728516;8.76982593536377
